item_no,url,dispozice,cena,metry,cena_na_metr,realitka,ulice,ctvrt,podctvrt
SREALITY739523676,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hrdlorezy-mezilehla/739523676#img=0&fullscreen=false,3+kk,12750000,114,111842,TEMPUS LIVING s.r.o.,Mezilehlá,Praha 9,Hrdlořezy
SREALITY3151486556,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stare-mesto-tynska-ulicka/3151486556#img=0&fullscreen=false,2+kk,8950000,44,203409,N/A,Týnská ulička,Praha 1,Staré Město
SREALITY2789351260,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zizkov-konevova/2789351260#img=0&fullscreen=false,3+kk,8995000,78,115320,Moravská stavební - INVEST,Koněvova,Praha 3,Žižkov
SREALITY323100508,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-konevova/323100508#img=0&fullscreen=false,1+kk,4249929,34,124997,Moravská stavební - INVEST,Koněvova,Praha 3,Žižkov
SREALITY2957123420,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-konevova/2957123420#img=0&fullscreen=false,1+kk,4304386,29,148427,Moravská stavební - INVEST,Koněvova,Praha 3,Žižkov
﻿item_no,url,dispozice,cena,metry,cena_na_metr,realitka,ulice,ctvrt,podctvrt
BEZREALITKY632592,https://www.bezrealitky.cz/nemovitosti-byty-domy/632592-nabidka-prodej-bytu-sousedikova-praha,,7500000,63,119047,N/A,Sousedíkova,Praha,Vysočany
BEZREALITKY643444,https://www.bezrealitky.cz/nemovitosti-byty-domy/643444-nabidka-prodej-bytu-novakovych-praha,,7500000,86,87209,N/A,Novákových,Praha,Libeň
BEZREALITKY596912,https://www.bezrealitky.cz/nemovitosti-byty-domy/596912-nabidka-prodej-bytu-staromestske-namesti-prague,,39900000,121,329752,N/A,Staroměstské Náměstí,Praha,Staré Město
BEZREALITKY639064,https://www.bezrealitky.cz/nemovitosti-byty-domy/639064-nabidka-prodej-bytu-pod-klaudiankou-praha,,10800000,97,111340,N/A,Pod Klaudiánkou,Praha,Podolí
BEZREALITKY616341,https://www.bezrealitky.cz/nemovitosti-byty-domy/616341-nabidka-prodej-bytu-sokolovska-praha,,7644000,84,91000,N/A,Sokolovská,Praha,Karlín
BEZREALITKY643852,https://www.bezrealitky.cz/nemovitosti-byty-domy/643852-nabidka-prodej-bytu-norska-praha,,7400000,67,110447,N/A,Norská,Praha,Vršovice
BEZREALITKY643836,https://www.bezrealitky.cz/nemovitosti-byty-domy/643836-nabidka-prodej-bytu-imrychova-praha,,6790000,85,79882,N/A,Imrychova,Praha,Kamýk
BEZREALITKY642787,https://www.bezrealitky.cz/nemovitosti-byty-domy/642787-nabidka-prodej-bytu-tobrucka-praha,,6450000,53,121698,N/A,Tobrucká,Praha,Vokovice
BEZREALITKY608615,https://www.bezrealitky.cz/nemovitosti-byty-domy/608615-nabidka-prodej-bytu-nuselska-praha,,12880000,125,103040,N/A,Nuselská,Praha,Michle
BEZREALITKY627638,https://www.bezrealitky.cz/nemovitosti-byty-domy/627638-nabidka-prodej-bytu-konselska-praha,,4997000,56,89232,N/A,Konšelská,Praha,Libeň
BEZREALITKY643349,https://www.bezrealitky.cz/nemovitosti-byty-domy/643349-nabidka-prodej-bytu-na-maninach-praha,,5200000,52,100000,N/A,Na Maninách,Praha,Holešovice
BEZREALITKY643791,https://www.bezrealitky.cz/nemovitosti-byty-domy/643791-nabidka-prodej-bytu-na-zborenci-praha,,8100000,63,128571,N/A,Na Zbořenci,Praha,Nové Město
BEZREALITKY642061,https://www.bezrealitky.cz/nemovitosti-byty-domy/642061-nabidka-prodej-bytu-kosmicka-praha,,4000000,43,93023,N/A,Kosmická,Praha,Háje
BEZREALITKY643345,https://www.bezrealitky.cz/nemovitosti-byty-domy/643345-nabidka-prodej-bytu-stefanikova-praha,,16500000,118,139830,N/A,Štefánikova,Praha,Smíchov
BEZREALITKY643338,https://www.bezrealitky.cz/nemovitosti-byty-domy/643338-nabidka-prodej-bytu-stefanikova-praha,,13365000,95,140684,N/A,Štefánikova,Praha,Smíchov
BEZREALITKY643167,https://www.bezrealitky.cz/nemovitosti-byty-domy/643167-nabidka-prodej-bytu,,17175000,123,139634,N/A,,Praha,Smíchov
BEZREALITKY640435,https://www.bezrealitky.cz/nemovitosti-byty-domy/640435-nabidka-prodej-bytu-krcska-praha,,5990000,70,85571,N/A,Krčská,Praha,Krč
BEZREALITKY566974,https://www.bezrealitky.cz/nemovitosti-byty-domy/566974-nabidka-prodej-bytu-konevova-praha-3,,4790000,43,111395,N/A,Koněvova,Praha,Žižkov
BEZREALITKY627236,https://www.bezrealitky.cz/nemovitosti-byty-domy/627236-nabidka-prodej-bytu-opletalova-praha,,9583000,64,149734,N/A,Opletalova,Praha,Nové Město
BEZREALITKY642597,https://www.bezrealitky.cz/nemovitosti-byty-domy/642597-nabidka-prodej-bytu-sokolovska-praha,,6300000,63,100000,N/A,Sokolovská,Praha,Libeň
BEZREALITKY561292,https://www.bezrealitky.cz/nemovitosti-byty-domy/561292-nabidka-prodej-bytu-peroutkova-hlavni-mesto-praha,,2678000,23,116434,N/A,Peroutkova,Praha,Jinonice
BEZREALITKY529439,https://www.bezrealitky.cz/nemovitosti-byty-domy/529439-nabidka-prodej-bytu-peroutkova-praha-5,,2731000,23,118739,N/A,Peroutkova,Praha,Jinonice
BEZREALITKY613273,https://www.bezrealitky.cz/nemovitosti-byty-domy/613273-nabidka-prodej-bytu-namesti-dr-vaclava-holeho-praha,,2606000,21,124095,N/A,Náměstí Dr. Václava Holého,Praha,Libeň
BEZREALITKY606633,https://www.bezrealitky.cz/nemovitosti-byty-domy/606633-nabidka-prodej-bytu-peroutkova-praha,,2765000,28,98750,N/A,Peroutkova,Praha,Jinonice
BEZREALITKY606635,https://www.bezrealitky.cz/nemovitosti-byty-domy/606635-nabidka-prodej-bytu-peroutkova-praha,,4790000,51,93921,N/A,Peroutkova,Praha,Jinonice
BEZREALITKY552642,https://www.bezrealitky.cz/nemovitosti-byty-domy/552642-nabidka-prodej-bytu-perucka-hlavni-mesto-praha,,6100000,41,148780,N/A,Perucká,Praha,Vinohrady
BEZREALITKY552644,https://www.bezrealitky.cz/nemovitosti-byty-domy/552644-nabidka-prodej-bytu-perucka-hlavni-mesto-praha,,3195000,25,127800,N/A,Perucká,Praha,Vinohrady
BEZREALITKY552646,https://www.bezrealitky.cz/nemovitosti-byty-domy/552646-nabidka-prodej-bytu-perucka-hlavni-mesto-praha,,6658000,53,125622,N/A,Perucká,Praha,Vinohrady
BEZREALITKY537563,https://www.bezrealitky.cz/nemovitosti-byty-domy/537563-nabidka-prodej-bytu-peroutkova-praha-5,,4790000,52,92115,N/A,Peroutkova,Praha,Jinonice
BEZREALITKY612440,https://www.bezrealitky.cz/nemovitosti-byty-domy/612440-nabidka-prodej-bytu-namesti-dr-vaclava-holeho-praha,,3598000,32,112437,N/A,Náměstí Dr. Václava Holého,Praha,Libeň
BEZREALITKY643656,https://www.bezrealitky.cz/nemovitosti-byty-domy/643656-nabidka-prodej-bytu-hermanova-praha,,7500000,48,156250,N/A,Heřmanova,Praha,Holešovice
BEZREALITKY629323,https://www.bezrealitky.cz/nemovitosti-byty-domy/629323-nabidka-prodej-bytu-konselska-praha,,5757000,63,91380,N/A,Konšelská,Praha,Libeň
BEZREALITKY629331,https://www.bezrealitky.cz/nemovitosti-byty-domy/629331-nabidka-prodej-bytu-konselska-praha,,4798000,38,126263,N/A,Konšelská,Praha,Libeň
BEZREALITKY627641,https://www.bezrealitky.cz/nemovitosti-byty-domy/627641-nabidka-prodej-bytu-konselska-praha,,5541120,52,106560,N/A,Konšelská,Praha,Libeň
BEZREALITKY627796,https://www.bezrealitky.cz/nemovitosti-byty-domy/627796-nabidka-prodej-bytu-konselska-praha,,4795000,52,92211,N/A,Konšelská,Praha,Libeň
BEZREALITKY643762,https://www.bezrealitky.cz/nemovitosti-byty-domy/643762-nabidka-prodej-bytu-lumieru-praha,,6290000,56,112321,N/A,Lumiérů,Praha,Hlubočepy
BEZREALITKY627640,https://www.bezrealitky.cz/nemovitosti-byty-domy/627640-nabidka-prodej-bytu-konselska-praha,,4749000,51,93117,N/A,Konšelská,Praha,Libeň
BEZREALITKY631792,https://www.bezrealitky.cz/nemovitosti-byty-domy/631792-nabidka-prodej-bytu-u-posty-praha,,6370000,75,84933,N/A,U Pošty,Praha,Libeň
BEZREALITKY517146,https://www.bezrealitky.cz/nemovitosti-byty-domy/517146-nabidka-prodej-bytu-dlazdena-hlavni-mesto-praha,,18184000,112,162357,N/A,Dlážděná,Praha,Nové Město
BEZREALITKY539246,https://www.bezrealitky.cz/nemovitosti-byty-domy/539246-nabidka-prodej-bytu-peroutkova-praha-5,,2651000,23,115260,N/A,Peroutkova,Praha,Jinonice
BEZREALITKY552698,https://www.bezrealitky.cz/nemovitosti-byty-domy/552698-nabidka-prodej-bytu-perucka-hlavni-mesto-praha,,3195000,26,122884,N/A,Perucká,Praha,Vinohrady
BEZREALITKY627633,https://www.bezrealitky.cz/nemovitosti-byty-domy/627633-nabidka-prodej-bytu-konselska-praha,,7631000,87,87712,N/A,Konšelská,Praha,Libeň
BEZREALITKY552699,https://www.bezrealitky.cz/nemovitosti-byty-domy/552699-nabidka-prodej-bytu-perucka-hlavni-mesto-praha,,4804000,44,109181,N/A,Perucká,Praha,Vinohrady
BEZREALITKY552700,https://www.bezrealitky.cz/nemovitosti-byty-domy/552700-nabidka-prodej-bytu-perucka-hlavni-mesto-praha,,6658000,55,121054,N/A,Perucká,Praha,Vinohrady
BEZREALITKY639396,https://www.bezrealitky.cz/nemovitosti-byty-domy/639396-nabidka-prodej-bytu-spalena-praha,,6870000,34,202058,N/A,Spálená,Praha,Nové Město
BEZREALITKY643523,https://www.bezrealitky.cz/nemovitosti-byty-domy/643523-nabidka-prodej-bytu-litomericka-praha,,3396000,34,99882,N/A,Litoměřická,Praha,Prosek
BEZREALITKY643270,https://www.bezrealitky.cz/nemovitosti-byty-domy/643270-nabidka-prodej-bytu-28-pluku-praha,,5390000,55,98000,N/A,28. Pluku,Praha,Vršovice
BEZREALITKY.cz/no,https://www.bezrealitky.czhttps://www.bezrealitky.cz/nove-bydleni/vzorova-nemovitost/704/25712-4-kk-98m2-s-terasou-praha-4#utm_source=bezrealitky.cz&utm_medium=odkaz&utm_campaign=detail_inzeratu,,8746342,98,89248,N/A,4+kk 98m2 s terasou,"Praha 4, Praha",Michle
SREALITY2891063132,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zizkov-konevova/2891063132#img=0&fullscreen=false,3+kk,7830005,66,118636,Moravská stavební - INVEST,Koněvova,Praha 3,Žižkov
SREALITY810688348,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-konevova/810688348#img=0&fullscreen=false,2+kk,6894250,60,114904,Moravská stavební - INVEST,Koněvova,Praha 3,Žižkov
SREALITY172105564,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zizkov-konevova/172105564#img=0&fullscreen=false,3+kk,9240250,81,114077,Moravská stavební - INVEST,Koněvova,Praha 3,Žižkov
SREALITY3661766492,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-konevova/3661766492#img=0&fullscreen=false,1+kk,4248734,35,121392,Moravská stavební - INVEST,Koněvova,Praha 3,Žižkov
SREALITY1196564316,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-konevova/1196564316#img=0&fullscreen=false,1+kk,4591260,36,127535,Moravská stavební - INVEST,Koněvova,Praha 3,Žižkov
SREALITY2454855516,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-konevova/2454855516#img=0&fullscreen=false,1+kk,4467750,37,120750,Moravská stavební - INVEST,Koněvova,Praha 3,Žižkov
SREALITY855653468,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hostivar-zapasnicka/855653468#img=0&fullscreen=false,2+kk,4620000,40,115500,Duna House,Zápasnická,Praha 10,Hostivař
SREALITY2302500700,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-konevova/2302500700#img=0&fullscreen=false,1+kk,4996083,39,128104,Moravská stavební - INVEST,Koněvova,Praha 3,Žižkov
SREALITY1476222812,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-konevova/1476222812#img=0&fullscreen=false,2+kk,6621700,61,108552,Moravská stavební - INVEST,Koněvova,Praha 3,Žižkov
SREALITY1666015068,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-konevova/1666015068#img=0&fullscreen=false,1+kk,4698889,38,123654,Moravská stavební - INVEST,Koněvova,Praha 3,Žižkov
SREALITY2707251036,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zizkov-konevova/2707251036#img=0&fullscreen=false,3+kk,9206900,81,113665,Moravská stavební - INVEST,Koněvova,Praha 3,Žižkov
SREALITY2203221852,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-konevova/2203221852#img=0&fullscreen=false,1+kk,4658742,32,145585,Moravská stavební - INVEST,Koněvova,Praha 3,Žižkov
SREALITY517385308,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-konevova/517385308#img=0&fullscreen=false,2+kk,8037350,68,118196,Moravská stavební - INVEST,Koněvova,Praha 3,Žižkov
SREALITY1299041884,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-borivojova/1299041884#img=0&fullscreen=false,1+kk,7673000,73,105109,"PSN, s.r.o.",Bořivojova,Praha 3,Žižkov
SREALITY2990496860,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-predni-kopanina-do-rokli/2990496860#img=0&fullscreen=false,2+kk,5990000,57,105087,"GENERAL REALITY, a.s.",Do roklí,Praha 6,Přední Kopanina
SREALITY1331727452,https://www.sreality.cz/detail/prodej/byt/1+1/praha-vrsovice-karpatska/1331727452#img=0&fullscreen=false,1+1,3950000,40,98750,"GENERAL REALITY, a.s.",Karpatská,Praha 10,Vršovice
SREALITY3857886300,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-liben-vojenova/3857886300#img=0&fullscreen=false,3+kk,12900000,88,146590,Duna House,Vojenova,Praha 8,Libeň
SREALITY1393019996,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-stare-mesto-dlouha/1393019996#img=0&fullscreen=false,1+kk,7499000,46,163021,Duna House,Dlouhá,Praha 1,Staré Město
SREALITY1881537628,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-horni-mecholupy-milanska/1881537628#img=0&fullscreen=false,4+kk,7250000,94,77127,"Friends Forever Reality, s.r.o.",Milánská,Praha 10,Horní Měcholupy
SREALITY3426610268,https://www.sreality.cz/detail/prodej/byt/atypická/praha-nove-mesto-dlazdena/3426610268#img=0&fullscreen=false,atypická,18184000,N/A,N/A,"PSN, s.r.o.",Dlážděná,Praha 1,Nové Město
SREALITY995048540,https://www.sreality.cz/detail/prodej/byt/3+1/praha-smichov-plzenska/995048540#img=0&fullscreen=false,3+1,6390000,75,85200,N/A,Plzeňská,Praha 5,Smíchov
SREALITY3464625244,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-ocelarska/3464625244#img=0&fullscreen=false,2+kk,7900000,56,141071,N/A,Ocelářská,Praha 9,Libeň
SREALITY1892863068,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nove-mesto-mezibranska/1892863068#img=0&fullscreen=false,3+kk,10490000,96,109270,MAXIMA REALITY,Mezibranská,Praha 1,Nové Město
SREALITY1654607452,https://www.sreality.cz/detail/prodej/byt/2+1/praha-vinohrady-italska/1654607452#img=0&fullscreen=false,2+1,11900000,80,148750,MAXIMA REALITY,Italská,Praha 2,Vinohrady
SREALITY2797546588,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-uhrineves-u-uhrineveske-obory/2797546588#img=0&fullscreen=false,1+kk,3790000,37,102432,MAXIMA REALITY,U uhříněveské obory,Praha 10,Uhříněves
SREALITY409497436,https://www.sreality.cz/detail/prodej/byt/1+1/praha-chodov-leopoldova/409497436#img=0&fullscreen=false,1+1,4190000,42,99761,MAXIMA REALITY,Leopoldova,Praha 4,Chodov
SREALITY3592486748,https://www.sreality.cz/detail/prodej/byt/atypická/praha-praha-6-/3592486748#img=0&fullscreen=false,atypická,27200000,N/A,N/A,Sotheby´s International Realty Czech Republic,,Praha 6,
SREALITY1455853148,https://www.sreality.cz/detail/prodej/byt/atypická/praha-nove-mesto-karlovo-namesti/1455853148#img=0&fullscreen=false,atypická,10920000,N/A,N/A,Duna House,Karlovo náměstí,Praha 2,Nové Město
SREALITY3587980892,https://www.sreality.cz/detail/prodej/byt/2+1/praha-kosire-plzenska/3587980892#img=0&fullscreen=false,2+1,4990000,55,90727,N/A,Plzeňská,Praha 5,Košíře
SREALITY2313489500,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nusle-sekaninova/2313489500#img=0&fullscreen=false,2+kk,6350000,63,100793,Duna House,Sekaninova,Praha 2,Nusle
SREALITY3960176476,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-kosire-naskove/3960176476#img=0&fullscreen=false,5+kk,19582640,151,129686,TEMPUS LIVING s.r.o.,Naskové,Praha 5,Košíře
SREALITY529588060,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-jerevanska/529588060#img=0&fullscreen=false,2+kk,1,42,0,N/A,Jerevanská,Praha 10,Vršovice
SREALITY4076158556,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-jinonice-peroutkova/4076158556#img=0&fullscreen=false,1+kk,2817000,24,117375,"PSN, s.r.o.",Peroutkova,Praha 5,Jinonice
SREALITY661290844,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-jinonice-peroutkova/661290844#img=0&fullscreen=false,2+kk,4797000,65,73800,"PSN, s.r.o.",Peroutkova,Praha 5,Jinonice
SREALITY2940988508,https://www.sreality.cz/detail/prodej/byt/2+1/praha-strasnice-cernokostelecka/2940988508#img=0&fullscreen=false,2+1,9290000,83,111927,N/A,Černokostelecká,Praha 10,Strašnice
SREALITY2489932892,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-podoli-u-druzstva-prace/2489932892#img=0&fullscreen=false,3+kk,7290000,66,110454,N/A,U družstva Práce,Praha 4,Podolí
SREALITY883572572,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-karlin-rohanske-nabrezi/883572572#img=0&fullscreen=false,2+kk,8887000,58,153224,"Sekyra Group, a.s.",Rohanské nábřeží,Praha,Karlín
SREALITY3928046684,https://www.sreality.cz/detail/prodej/byt/atypická/praha-nove-mesto-legerova/3928046684#img=0&fullscreen=false,atypická,9562000,N/A,N/A,GARTAL,Legerova,Praha 2,Nové Město
SREALITY2222652508,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kyje-herdovska/2222652508#img=0&fullscreen=false,2+kk,6194050,53,116868,GARTAL,Herdovská,Praha 9,Kyje
SREALITY2523639388,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-satalice-pilarska/2523639388#img=0&fullscreen=false,3+kk,6439770,92,69997,N/A,Pilařská,Praha 9,Satalice
SREALITY16264284,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-satalice-pilarska/16264284#img=0&fullscreen=false,3+kk,6944850,99,70150,N/A,Pilařská,Praha 9,Satalice
IDNES5f8d6b2f0c936a5e404a8ec4,https://reality.idnes.cz/detail/prodej/byt/praha-10/5f8d6b2f0c936a5e404a8ec4/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=1,3+kk 55 m²,N/A,N/A,N/A,AREZIDENCE,,Praha 10,Vršovice
IDNES5fa3eb3cf161ee565221a083,https://reality.idnes.cz/detail/prodej/byt/praha-5-na-zamysli/5fa3eb3cf161ee565221a083/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=1,3+kk 61 m²,6140000,N/A,N/A,Tempus Living,Na Zámyšli,Praha 5,Košíře
IDNES5fe23432c14c5178595e7f23,https://reality.idnes.cz/detail/prodej/byt/praha-10-za-postou/5fe23432c14c5178595e7f23/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=1,4+kk 92 m²,9670000,N/A,N/A,DUNA HOUSE,Za poštou,Praha 10,Strašnice
IDNES5c9c1a33a26e3a168f7be514,https://reality.idnes.cz/detail/prodej/byt/praha-7-u-pergamenky/5c9c1a33a26e3a168f7be514/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=1,1+kk 35 m²,4305948,N/A,N/A,AdInternet s.r.o.,U Pergamenky,Praha 7,Holešovice
IDNES5f993dab27f6d0575f51c5b7,https://reality.idnes.cz/detail/prodej/byt/praha-10/5f993dab27f6d0575f51c5b7/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=1,1+kk 31 m²,N/A,N/A,N/A,AREZIDENCE,,Praha 10,Vršovice
IDNES5fb5002867bb6550641e62c6,https://reality.idnes.cz/detail/prodej/byt/praha-4-5-kvetna/5fb5002867bb6550641e62c6/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=1,2+kk 69 m²,6840000,N/A,N/A,DUNA HOUSE,5. května,Praha 4,Nusle
IDNES5f6b1cc546269463f43129f3,https://reality.idnes.cz/detail/prodej/byt/praha-8-konselska/5f6b1cc546269463f43129f3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=2,2+kk 40 m²,4798000,N/A,N/A,PSN s. r. o.,Konšelská,Praha 8,"Libeň, okres Praha"
IDNES5f2c8fbc37ba4d6fbd6d8ec3,https://reality.idnes.cz/detail/prodej/byt/praha-10-vinohradska/5f2c8fbc37ba4d6fbd6d8ec3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=2,3+kk 97 m²,12320700,N/A,N/A,"CRESTYL real estate, s.r.o.",Vinohradská,Praha 10,Strašnice
IDNES5e14555237ba4d28e156e313,https://reality.idnes.cz/detail/prodej/byt/praha-4-mezi-vodami/5e14555237ba4d28e156e313/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=2,1+kk 32 m²,3599000,N/A,N/A,DUNA HOUSE,Mezi vodami,Praha 4,Modřany
IDNES5fa3fba50466b314af39d433,https://reality.idnes.cz/detail/prodej/byt/praha-5-na-zamysli/5fa3fba50466b314af39d433/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=2,1+kk 35 m²,4970000,N/A,N/A,Tempus Living,Na Zámyšli,Praha 5,Košíře
IDNES5f2c8f9b558f071dc0355ca3,https://reality.idnes.cz/detail/prodej/byt/praha-10-vinohradska/5f2c8f9b558f071dc0355ca3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=2,3+kk 91 m²,10743900,N/A,N/A,"CRESTYL real estate, s.r.o.",Vinohradská,Praha 10,Strašnice
IDNES5fc9e3b44fca5e3722723f83,https://reality.idnes.cz/detail/prodej/byt/praha-4-choceradska/5fc9e3b44fca5e3722723f83/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=2,2+kk 54 m²,5100000,N/A,N/A,DUNA HOUSE,Choceradská,Praha 4,Záběhlice
IDNES5fd75b0211f49d47875c5143,https://reality.idnes.cz/detail/prodej/byt/praha-5-pivcova/5fd75b0211f49d47875c5143/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=2,3+1 85 m²,5100000,N/A,N/A,Svět bydlení spol.s.r.o.,Pivcova,Praha 5,Hlubočepy
IDNES5fb7c1a4a743b313af3cd7e3,https://reality.idnes.cz/detail/prodej/byt/praha-5-peroutkova/5fb7c1a4a743b313af3cd7e3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=2,1+kk 25 m²,2687000,N/A,N/A,PSN s. r. o.,Peroutkova,Praha 5,"Jinonice, okres Praha"
IDNES5f2c8faa37ba4d6f774ffcb3,https://reality.idnes.cz/detail/prodej/byt/praha-10-vinohradska/5f2c8faa37ba4d6f774ffcb3/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=2,3+kk 97 m²,11941100,N/A,N/A,"CRESTYL real estate, s.r.o.",Vinohradská,Praha 10,Strašnice
IDNES5fb78df4eef18f118d269133,https://reality.idnes.cz/detail/prodej/byt/praha-2-perucka/5fb78df4eef18f118d269133/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=2,1+kk 19 m²,2484000,N/A,N/A,PSN s. r. o.,Perucká,Praha 2,"Vinohrady, okres Praha"
IDNES5fa2ba1d06962d3fa15d4a73,https://reality.idnes.cz/detail/prodej/byt/praha-1-dlazdena/5fa2ba1d06962d3fa15d4a73/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=2,6+kk 445 m²,57475000,N/A,N/A,PSN s. r. o.,Dlážděná,Praha 1,"Nové Město, okres Praha"
IDNES5fd7353fa39a024e2b265113,https://reality.idnes.cz/detail/prodej/byt/praha-5-peskova/5fd7353fa39a024e2b265113/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=2,1+kk 29 m²,2550000,N/A,N/A,DUNA HOUSE,Peškova,Praha 5,Hlubočepy
IDNES5efedc3d558f074328014d13,https://reality.idnes.cz/detail/prodej/byt/praha-4-meteorologicka/5efedc3d558f074328014d13/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=2,3+kk 90 m²,8500000,N/A,N/A,MAXIMA REALITY,Meteorologická,Praha 4,Libuš
IDNES5bab9603e880541aa430d438,https://reality.idnes.cz/detail/prodej/byt/praha-1-dlouha/5bab9603e880541aa430d438/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=2,4+1 95 m²,15990000,N/A,N/A,MAXIMA REALITY,Dlouhá,Praha 1,Staré Město
IDNES5fc375fbff22d92d02386503,https://reality.idnes.cz/detail/prodej/byt/praha/5fc375fbff22d92d02386503/?s-et=flat&s-ot=sale&s-l=VUSC-19&page=2,4+kk 158 m²,13990000,N/A,N/A,MAXIMA REALITY,,Praha,
